gid,bld_id,ppty_use,ppty_id,businame,busitype,busiprod,ppty_plt_n,ppty_strn,ppty_addy,busireg_st,busi_regno,busi_inc_y,staf_str,contact,tax_appli,tin_status,tin_no,lt_pd_year,lt_amt_pd,x,y
1231,4210,COMMERCIAL,C100000213,,MEDIUM,HOSPITALITY,,,,REGISTERED,4340,5/15/2010,426,,VAT,YES,1109579,,150000,3.176666,6.485587
1232,4211,COMMERCIAL,C100000214,,MEDIUM,HOSPITALITY,,,,REGISTERED,4360,5/15/2010,428,,VAT,YES,1109580,,150000,3.176558,6.485567
1233,4212,COMMERCIAL,C100000215,,MEDIUM,HOSPITALITY,,,,REGISTERED,4380,5/15/2010,430,,VAT,YES,1109581,,150000,3.176594,6.485623
1234,4213,COMMERCIAL,C100000216,,MEDIUM,HOSPITALITY,,,,REGISTERED,4400,5/15/2010,432,,VAT,YES,1109582,,150000,3.176516,6.485556
1235,4214,COMMERCIAL,C100000217,,MEDIUM,HOSPITALITY,,,,REGISTERED,4420,5/15/2010,434,,VAT,YES,1109583,,150000,3.182494,6.476444
1236,4215,COMMERCIAL,C100000218,,MEDIUM,HOSPITALITY,,,,REGISTERED,4440,5/15/2010,436,,VAT,YES,1109584,,150000,3.180993,6.478020
1237,4216,COMMERCIAL,C100000219,,SMALL,HOSPITALITY,,,,REGISTERED,4460,5/15/2010,438,,VAT,YES,1109585,,150000,3.186461,6.476393
1238,4217,COMMERCIAL,C100000220,,MEDIUM,HOSPITALITY,,,,REGISTERED,4480,5/15/2010,440,,VAT,YES,1109586,,150000,3.185863,6.476406
1239,4218,COMMERCIAL,C100000221,,MEDIUM,HOSPITALITY,,,,REGISTERED,4500,5/15/2010,442,,VAT,YES,1109587,,150000,3.185364,6.474384
1240,4219,COMMERCIAL,C100000222,,MEDIUM,HOSPITALITY,,,,REGISTERED,4520,5/15/2010,444,,VAT,YES,1109588,,150000,3.192945,6.478056
1241,4220,COMMERCIAL,C100000223,,MEDIUM,HOSPITALITY,,,,REGISTERED,4540,5/15/2010,446,,VAT,YES,1109589,,150000,3.192572,6.477897
1242,4221,COMMERCIAL,C100000224,,MEDIUM,HOSPITALITY,,,,REGISTERED,4560,5/15/2010,448,,VAT,YES,1109590,,150000,3.191676,6.477969
1243,4222,COMMERCIAL,C100000225,,MEDIUM,HOSPITALITY,,,,REGISTERED,4580,5/15/2010,450,,VAT,YES,1109591,,150000,3.192406,6.478022
1244,4223,COMMERCIAL,C100000226,,MEDIUM,HOSPITALITY,,,,REGISTERED,4600,5/15/2010,452,,VAT,YES,1109592,,150000,3.190923,6.477963
1245,4224,COMMERCIAL,C100000227,,MEDIUM,HOSPITALITY,,,,REGISTERED,4620,5/15/2010,454,,VAT,YES,1109593,,150000,3.190809,6.477994
1246,4225,COMMERCIAL,C100000228,,MEDIUM,HOSPITALITY,,,,REGISTERED,4640,5/15/2010,456,,VAT,YES,1109594,,150000,3.190486,6.477997
1247,4226,COMMERCIAL,C100000229,,MEDIUM,HOSPITALITY,,,,REGISTERED,4660,5/15/2010,458,,VAT,YES,1109595,,150000,3.195933,6.471685
1248,4227,COMMERCIAL,C100000230,,LARGE,HOSPITALITY,,,,REGISTERED,4680,5/15/2010,460,,VAT,YES,1109596,,150000,3.195880,6.471238
1249,4228,COMMERCIAL,C100000231,,MEDIUM,HOSPITALITY,,,,REGISTERED,4700,5/15/2010,462,,VAT,YES,1109597,,150000,3.196932,6.471113
1250,4229,COMMERCIAL,C100000232,,MEDIUM,HOSPITALITY,,,,REGISTERED,4720,5/15/2010,464,,VAT,YES,1109598,,150000,3.196774,6.471125
1251,4230,COMMERCIAL,C100000233,,MEDIUM,HOSPITALITY,,,,REGISTERED,4740,5/15/2010,466,,VAT,YES,1109599,,150000,3.196671,6.471144
1252,4231,COMMERCIAL,C100000234,,MEDIUM,HOSPITALITY,,,,REGISTERED,4760,5/15/2010,468,,VAT,YES,1109600,,150000,3.197021,6.469227
1253,4232,COMMERCIAL,C100000235,,MEDIUM,HOSPITALITY,,,,REGISTERED,4780,5/15/2010,470,,VAT,YES,1109601,,150000,3.196996,6.469364
1254,4233,COMMERCIAL,C100000236,,MEDIUM,HOSPITALITY,,,,REGISTERED,4800,5/15/2010,472,,VAT,YES,1109602,,150000,3.197066,6.469452
1255,4234,COMMERCIAL,C100000237,,MEDIUM,HOSPITALITY,,,,REGISTERED,4820,5/15/2010,474,,VAT,YES,1109603,,150000,3.197154,6.469539
1256,4235,COMMERCIAL,C100000238,,MEDIUM,HOSPITALITY,,,,REGISTERED,4840,5/15/2010,476,,VAT,YES,1109604,,150000,3.196954,6.469519
1257,4236,COMMERCIAL,C100000239,,MEDIUM,HOSPITALITY,,,,REGISTERED,4860,5/15/2010,478,,VAT,YES,1109605,,150000,3.196804,6.469544
1258,4237,COMMERCIAL,C100000240,,SMALL,HOSPITALITY,,,,REGISTERED,4880,5/15/2010,480,,VAT,YES,1109606,,150000,3.197002,6.469668
1259,4238,COMMERCIAL,C100000241,,MEDIUM,HOSPITALITY,,,,REGISTERED,4900,5/15/2010,482,,VAT,YES,1109607,,150000,3.197215,6.469739
1260,4239,COMMERCIAL,C100000242,,MEDIUM,HOSPITALITY,,,,REGISTERED,4920,5/15/2010,484,,VAT,YES,1109608,,150000,3.189194,6.472124
1261,4240,COMMERCIAL,C100000243,,MEDIUM,HOSPITALITY,,,,REGISTERED,4940,5/15/2010,486,,VAT,YES,1109609,,150000,3.196835,6.472284
1262,4241,COMMERCIAL,C100000244,,MEDIUM,HOSPITALITY,,,,REGISTERED,4960,5/15/2010,488,,VAT,YES,1109610,,150000,3.196747,6.472174
1263,4242,COMMERCIAL,C100000245,,MEDIUM,HOSPITALITY,,,,REGISTERED,4980,5/15/2010,490,,VAT,YES,1109611,,150000,3.196973,6.471800
1264,4243,COMMERCIAL,C100000246,,MEDIUM,HOSPITALITY,,,,REGISTERED,5000,5/15/2010,492,,VAT,YES,1109612,,150000,3.196993,6.471564
1265,4244,COMMERCIAL,C100000247,,MEDIUM,HOSPITALITY,,,,REGISTERED,5020,5/15/2010,494,,VAT,YES,1109613,,150000,3.196736,6.471630
1266,4245,COMMERCIAL,C100000248,,MEDIUM,HOSPITALITY,,,,REGISTERED,5040,5/15/2010,496,,VAT,YES,1109614,,150000,3.196833,6.471808
1267,4246,COMMERCIAL,C100000249,,MEDIUM,HOSPITALITY,,,,REGISTERED,5060,5/15/2010,498,,VAT,YES,1109615,,150000,3.196668,6.471804
1268,4247,COMMERCIAL,C100000250,,MEDIUM,HOSPITALITY,,,,REGISTERED,5080,5/15/2010,500,,VAT,YES,1109616,,150000,3.196632,6.471982
1269,4248,COMMERCIAL,C100000251,,MEDIUM,HOSPITALITY,,,,REGISTERED,5100,5/15/2010,502,,VAT,YES,1109617,,150000,3.196558,6.472283
1270,4249,COMMERCIAL,C100000252,,MEDIUM,HOSPITALITY,,,,REGISTERED,5120,5/15/2010,504,,VAT,YES,1109618,,150000,3.196375,6.472233
1271,4250,COMMERCIAL,C100000253,,MEDIUM,HOSPITALITY,,,,REGISTERED,5140,5/15/2010,506,,VAT,YES,1109619,,150000,3.196217,6.472268
1272,4251,COMMERCIAL,C100000254,,MEDIUM,HOSPITALITY,,,,REGISTERED,5160,5/15/2010,508,,VAT,YES,1109620,,150000,3.196038,6.472260
1273,4252,COMMERCIAL,C100000255,,MEDIUM,HOSPITALITY,,,,REGISTERED,5180,5/15/2010,510,,VAT,YES,1109621,,150000,3.195861,6.472272
1274,4253,COMMERCIAL,C100000256,,MEDIUM,HOSPITALITY,,,,REGISTERED,5200,5/15/2010,512,,VAT,YES,1109622,,150000,3.195697,6.472286
1275,4254,COMMERCIAL,C100000257,,MEDIUM,HOSPITALITY,,,,REGISTERED,5220,5/15/2010,514,,VAT,YES,1109623,,150000,3.195714,6.472085
1276,4255,COMMERCIAL,C100000258,,MEDIUM,HOSPITALITY,,,,REGISTERED,5240,5/15/2010,516,,VAT,YES,1109624,,150000,3.195617,6.472075
1277,4256,COMMERCIAL,C100000259,,MEDIUM,HOSPITALITY,,,,REGISTERED,5260,5/15/2010,518,,VAT,YES,1109625,,150000,3.195583,6.472187
1278,4257,COMMERCIAL,C100000260,,MEDIUM,HOSPITALITY,,,,REGISTERED,5280,5/15/2010,520,,VAT,YES,1109626,,150000,3.196559,6.471497
1279,4258,COMMERCIAL,C100000261,,MEDIUM,HOSPITALITY,,,,REGISTERED,5300,5/15/2010,522,,VAT,YES,1109627,,150000,3.196538,6.471804
1280,4259,COMMERCIAL,C100000262,,MEDIUM,HOSPITALITY,,,,REGISTERED,5320,5/15/2010,524,,VAT,YES,1109628,,150000,3.196441,6.471833
1281,4260,COMMERCIAL,C100000263,,MEDIUM,HOSPITALITY,,,,REGISTERED,5340,5/15/2010,526,,VAT,YES,1109629,,150000,3.196347,6.471831
1282,4261,COMMERCIAL,C100000264,,MEDIUM,HOSPITALITY,,,,REGISTERED,5360,5/15/2010,528,,VAT,YES,1109630,,150000,3.196252,6.471809
1283,4262,COMMERCIAL,C100000265,,MEDIUM,HOSPITALITY,,,,REGISTERED,5380,5/15/2010,530,,VAT,YES,1109631,,150000,3.196171,6.471920
1284,4263,COMMERCIAL,C100000266,,MEDIUM,HOSPITALITY,,,,REGISTERED,5400,5/15/2010,532,,VAT,YES,1109632,,150000,3.196103,6.471828
1285,4264,COMMERCIAL,C100000267,,MEDIUM,HOSPITALITY,,,,REGISTERED,5420,5/15/2010,534,,VAT,YES,1109633,,150000,3.196015,6.471892
1286,4265,COMMERCIAL,C100000268,,MEDIUM,HOSPITALITY,,,,REGISTERED,5440,5/15/2010,536,,VAT,YES,1109634,,150000,3.195944,6.471821
1287,4266,COMMERCIAL,C100000269,,MEDIUM,HOSPITALITY,,,,REGISTERED,5460,5/15/2010,538,,VAT,YES,1109635,,150000,3.195918,6.471949
1288,4267,COMMERCIAL,C100000270,,MEDIUM,HOSPITALITY,,,,REGISTERED,5480,5/15/2010,540,,VAT,YES,1109636,,150000,3.195857,6.471811
1289,4268,COMMERCIAL,C100000271,,MEDIUM,HOSPITALITY,,,,REGISTERED,5500,5/15/2010,542,,VAT,YES,1109637,,150000,3.195776,6.471769
1290,4269,COMMERCIAL,C100000272,,MEDIUM,HOSPITALITY,,,,REGISTERED,5520,5/15/2010,544,,VAT,YES,1109638,,150000,3.195690,6.471915
1291,4270,COMMERCIAL,C100000273,,MEDIUM,HOSPITALITY,,,,REGISTERED,5540,5/15/2010,546,,VAT,YES,1109639,,150000,3.195492,6.471556
1292,4271,COMMERCIAL,C100000274,,MEDIUM,HOSPITALITY,,,,REGISTERED,5560,5/15/2010,548,,VAT,YES,1109640,,150000,3.195790,6.471453
1293,4272,COMMERCIAL,C100000275,,MEDIUM,HOSPITALITY,,,,REGISTERED,5580,5/15/2010,550,,VAT,YES,1109641,,150000,3.195796,6.471218
1294,4273,COMMERCIAL,C100000276,,MEDIUM,HEALTHCARE,,,,REGISTERED,5600,5/15/2010,552,,VAT,YES,1109642,,150000,3.195694,6.471374
1295,4274,COMMERCIAL,C100000277,,MEDIUM,HEALTHCARE,,,,REGISTERED,5620,5/15/2010,554,,VAT,YES,1109643,,150000,3.195538,6.471191
1296,4275,COMMERCIAL,C100000278,,MEDIUM,HEALTHCARE,,,,REGISTERED,5640,5/15/2010,556,,VAT,YES,1109644,,150000,3.188688,6.474273
1297,4276,COMMERCIAL,C100000279,,SMALL,HEALTHCARE,,,,REGISTERED,5660,5/15/2010,558,,VAT,YES,1109645,,150000,3.187280,6.473718
1298,4277,COMMERCIAL,C100000280,,SMALL,HEALTHCARE,,,,REGISTERED,5680,5/15/2010,560,,VAT,YES,1109646,,150000,3.187425,6.473897
1299,4278,COMMERCIAL,C100000281,,SMALL,HEALTHCARE,,,,REGISTERED,5700,5/15/2010,562,,VAT,YES,1109647,,150000,3.188898,6.473323
1300,4279,COMMERCIAL,C100000282,,SMALL,HEALTHCARE,,,,REGISTERED,5720,5/15/2010,564,,VAT,YES,1109648,,150000,3.188914,6.473314
1301,4280,COMMERCIAL,C100000283,,SMALL,HEALTHCARE,,,,REGISTERED,5740,5/15/2010,566,,VAT,YES,1109649,,150000,3.188964,6.473300
1302,4281,COMMERCIAL,C100000284,,SMALL,HEALTHCARE,,,,REGISTERED,5760,5/15/2010,568,,VAT,YES,1109650,,150000,3.188896,6.473262
1303,4282,COMMERCIAL,C100000285,,SMALL,GORCERCY,,,,REGISTERED,5780,5/15/2010,570,,VAT,YES,1109651,,150000,3.188950,6.473183
1304,4283,COMMERCIAL,C100000286,,MEDIUM,GORCERCY,,,,REGISTERED,5800,5/15/2010,572,,VAT,YES,1109652,,150000,3.189008,6.473147
1305,4284,COMMERCIAL,C100000287,,MEDIUM,GORCERCY,,,,REGISTERED,5820,5/15/2010,574,,VAT,YES,1109653,,150000,3.188918,6.472999
1306,4285,COMMERCIAL,C100000288,,MEDIUM,GORCERCY,,,,REGISTERED,5840,5/15/2010,576,,VAT,YES,1109654,,150000,3.188910,6.472847
1307,4286,COMMERCIAL,C100000289,,MEDIUM,GORCERCY,,,,REGISTERED,5860,5/15/2010,578,,VAT,YES,1109655,,150000,3.188807,6.472753
1308,4287,COMMERCIAL,C100000290,,MEDIUM,GORCERCY,,,,REGISTERED,5880,5/15/2010,580,,VAT,YES,1109656,,150000,3.188871,6.472632
1309,4288,COMMERCIAL,C100000291,,MEDIUM,GORCERCY,,,,REGISTERED,5900,5/15/2010,582,,VAT,YES,1109657,,150000,3.188546,6.472550
1310,4289,COMMERCIAL,C100000292,,MEDIUM,HEALTHCARE,,,,REGISTERED,5920,5/15/2010,584,,VAT,YES,1109658,,150000,3.188474,6.472631
1311,4290,COMMERCIAL,C100000293,,MEDIUM,HEALTHCARE,,,,REGISTERED,5940,5/15/2010,586,,VAT,YES,1109659,,150000,3.188651,6.472609
1312,4291,COMMERCIAL,C100000294,,MEDIUM,HEALTHCARE,,,,REGISTERED,5960,5/15/2010,588,,VAT,YES,1109660,,150000,3.188657,6.472713
1313,4292,COMMERCIAL,C100000295,,MEDIUM,HEALTHCARE,,,,REGISTERED,5980,5/15/2010,590,,VAT,YES,1109661,,150000,3.188647,6.472780
1314,4293,COMMERCIAL,C100000296,,MEDIUM,HEALTHCARE,,,,REGISTERED,6000,5/15/2010,592,,VAT,YES,1109662,,150000,3.188550,6.472775
1315,4294,COMMERCIAL,C100000297,,MEDIUM,HEALTHCARE,,,,REGISTERED,6020,5/15/2010,594,,VAT,YES,1109663,,150000,3.188586,6.472890
1316,4295,COMMERCIAL,C100000298,,MEDIUM,HEALTHCARE,,,,REGISTERED,6040,5/15/2010,596,,VAT,YES,1109664,,150000,3.188596,6.472974
1317,4296,COMMERCIAL,C100000299,,MEDIUM,HEALTHCARE,,,,REGISTERED,6060,5/15/2010,598,,VAT,YES,1109665,,150000,3.188694,6.472996
1318,4297,COMMERCIAL,C100000300,,MEDIUM,HEALTHCARE,,,,REGISTERED,6080,5/15/2010,600,,VAT,YES,1109666,,150000,3.188684,6.473083
1319,4298,COMMERCIAL,C100000301,,MEDIUM,HEALTHCARE,,,,REGISTERED,6100,5/15/2010,602,,VAT,YES,1109667,,150000,3.188672,6.473248
1320,4299,COMMERCIAL,C100000302,,MEDIUM,HEALTHCARE,,,,REGISTERED,6120,5/15/2010,604,,VAT,YES,1109668,,150000,3.188566,6.473298
1321,4300,COMMERCIAL,C100000303,,MEDIUM,HEALTHCARE,,,,REGISTERED,6140,5/15/2010,606,,VAT,YES,1109669,,150000,3.188617,6.473393
1322,4301,COMMERCIAL,C100000304,,MEDIUM,HEALTHCARE,,,,REGISTERED,6160,5/15/2010,608,,VAT,YES,1109670,,150000,3.188772,6.473440
1323,4302,COMMERCIAL,C100000305,,MEDIUM,HEALTHCARE,,,,REGISTERED,6180,5/15/2010,610,,VAT,YES,1109671,,150000,3.188659,6.473494
1324,4303,COMMERCIAL,C100000306,,MEDIUM,HEALTHCARE,,,,REGISTERED,6200,5/15/2010,612,,VAT,YES,1109672,,150000,3.188642,6.473596
1325,4304,COMMERCIAL,C100000307,,MEDIUM,OIL AND GAS,,,,REGISTERED,6220,5/15/2010,614,,VAT,YES,1109673,,150000,3.188751,6.473569
1326,4305,COMMERCIAL,C100000308,,SMALL,OIL AND GAS,,,,REGISTERED,6240,5/15/2010,616,,VAT,YES,1109674,,150000,3.188411,6.473464
1327,4306,COMMERCIAL,C100000309,,SMALL,OIL AND GAS,,,,REGISTERED,6260,5/15/2010,618,,VAT,YES,1109675,,150000,3.188336,6.473091
1328,4307,COMMERCIAL,C100000310,,SMALL,OIL AND GAS,,,,REGISTERED,6280,5/15/2010,620,,VAT,YES,1109676,,150000,3.188091,6.473321
1329,4308,COMMERCIAL,C100000311,,SMALL,OIL AND GAS,,,,REGISTERED,6300,5/15/2010,622,,VAT,YES,1109677,,150000,3.188144,6.473269
1330,4309,COMMERCIAL,C100000312,,SMALL,OIL AND GAS,,,,REGISTERED,6320,5/15/2010,624,,VAT,YES,1109678,,150000,3.189219,6.476406
1331,4310,COMMERCIAL,C100000313,,SMALL,OIL AND GAS,,,,REGISTERED,6340,5/15/2010,626,,VAT,YES,1109679,,150000,3.189135,6.476408
1332,4311,COMMERCIAL,C100000314,,SMALL,OIL AND GAS,,,,REGISTERED,6360,5/15/2010,628,,VAT,YES,1109680,,150000,3.189178,6.476299
1333,4312,COMMERCIAL,C100000315,,SMALL,OIL AND GAS,,,,REGISTERED,6380,5/15/2010,630,,VAT,YES,1109681,,150000,3.189374,6.476228
1334,4313,COMMERCIAL,C100000316,,SMALL,OIL AND GAS,,,,REGISTERED,6400,5/15/2010,632,,VAT,YES,1109682,,150000,3.189120,6.476219
1335,4314,COMMERCIAL,C100000317,,SMALL,OIL AND GAS,,,,REGISTERED,6420,5/15/2010,634,,VAT,YES,1109683,,150000,3.189108,6.476120
1336,4315,COMMERCIAL,C100000318,,SMALL,OIL AND GAS,,,,REGISTERED,6440,5/15/2010,636,,VAT,YES,1109684,,150000,3.189246,6.476038
1337,4316,COMMERCIAL,C100000319,,SMALL,OIL AND GAS,,,,REGISTERED,6460,5/15/2010,638,,VAT,YES,1109685,,150000,3.189394,6.475968
1338,4317,COMMERCIAL,C100000320,,SMALL,OIL AND GAS,,,,REGISTERED,6480,5/15/2010,640,,VAT,YES,1109686,,150000,3.189288,6.475852
1339,4318,COMMERCIAL,C100000321,,SMALL,OIL AND GAS,,,,REGISTERED,6500,5/15/2010,642,,VAT,YES,1109687,,150000,3.189099,6.475941
1340,4319,COMMERCIAL,C100000322,,SMALL,OIL AND GAS,,,,REGISTERED,6520,5/15/2010,644,,VAT,YES,1109688,,150000,3.189555,6.476137
1341,4320,COMMERCIAL,C100000323,,MEDIUM,OIL AND GAS,,,,REGISTERED,6540,5/15/2010,646,,VAT,YES,1109689,,150000,3.189623,6.476252
1342,4321,COMMERCIAL,C100000324,,MEDIUM,OIL AND GAS,,,,REGISTERED,6560,5/15/2010,648,,VAT,YES,1109690,,150000,3.189676,6.476194
1343,4322,COMMERCIAL,C100000325,,MEDIUM,OIL AND GAS,,,,REGISTERED,6580,5/15/2010,650,,VAT,YES,1109691,,150000,3.190456,6.476649
1344,4323,COMMERCIAL,C100000326,,MEDIUM,OIL AND GAS,,,,REGISTERED,6600,5/15/2010,652,,VAT,YES,1109692,,150000,3.190617,6.476560
1345,4324,COMMERCIAL,C100000327,,LARGE,OIL AND GAS,,,,REGISTERED,6620,5/15/2010,654,,VAT,YES,1109693,,150000,3.190525,6.476446
1346,4325,COMMERCIAL,C100000328,,MEDIUM,OIL AND GAS,,,,REGISTERED,6640,5/15/2010,656,,VAT,YES,1109694,,150000,3.190459,6.476454
1347,4326,COMMERCIAL,C100000329,,MEDIUM,OIL AND GAS,,,,REGISTERED,6660,5/15/2010,658,,VAT,YES,1109695,,150000,3.190308,6.476490
1348,4327,COMMERCIAL,C100000330,,MEDIUM,OIL AND GAS,,,,REGISTERED,6680,5/15/2010,660,,VAT,YES,1109696,,150000,3.190291,6.476367
1349,4328,COMMERCIAL,C100000331,,MEDIUM,OIL AND GAS,,,,REGISTERED,6700,5/15/2010,662,,VAT,YES,1109697,,150000,3.190187,6.476328
1350,4329,COMMERCIAL,C100000332,,MEDIUM,OIL AND GAS,,,,REGISTERED,6720,5/15/2010,664,,VAT,YES,1109698,,150000,3.190049,6.476338
1351,4330,COMMERCIAL,C100000333,,MEDIUM,OIL AND GAS,,,,REGISTERED,6740,5/15/2010,666,,VAT,YES,1109699,,150000,3.190092,6.476167
1352,4331,COMMERCIAL,C100000334,,MEDIUM,OIL AND GAS,,,,REGISTERED,6760,5/15/2010,668,,VAT,YES,1109700,,150000,3.189975,6.476140
1353,4332,COMMERCIAL,C100000335,,MEDIUM,OIL AND GAS,,,,REGISTERED,6780,5/15/2010,670,,VAT,YES,1109701,,150000,3.189833,6.475930
1354,4333,COMMERCIAL,C100000336,,MEDIUM,OIL AND GAS,,,,REGISTERED,6800,5/15/2010,672,,VAT,YES,1109702,,150000,3.189659,6.476004
1355,4334,COMMERCIAL,C100000337,,MEDIUM,OIL AND GAS,,,,REGISTERED,6820,5/15/2010,674,,VAT,YES,1109703,,150000,3.189485,6.475807
1356,4335,COMMERCIAL,C100000338,,MEDIUM,OIL AND GAS,,,,REGISTERED,6840,5/15/2010,676,,VAT,YES,1109704,,150000,3.190174,6.475944
1357,4336,COMMERCIAL,C100000339,,MEDIUM,OIL AND GAS,,,,REGISTERED,6860,5/15/2010,678,,VAT,YES,1109705,,150000,3.190153,6.476145
1358,4337,COMMERCIAL,C100000340,,MEDIUM,OIL AND GAS,,,,REGISTERED,6880,5/15/2010,680,,VAT,YES,1109706,,150000,3.190246,6.476119
1359,4338,COMMERCIAL,C100000341,,MEDIUM,OIL AND GAS,,,,REGISTERED,6900,5/15/2010,682,,VAT,YES,1109707,,150000,3.190384,6.476219
1360,4339,COMMERCIAL,C100000342,,MEDIUM,OIL AND GAS,,,,REGISTERED,6920,5/15/2010,684,,VAT,YES,1109708,,150000,3.190438,6.476094
1361,4340,COMMERCIAL,C100000343,,MEDIUM,HEALTHCARE,,,,REGISTERED,6940,5/15/2010,686,,VAT,YES,1109709,,150000,3.190534,6.475974
1362,4341,COMMERCIAL,C100000344,,MEDIUM,HEALTHCARE,,,,REGISTERED,6960,5/15/2010,688,,VAT,YES,1109710,,150000,3.190615,6.476117
1363,4342,COMMERCIAL,C100000345,,MEDIUM,HEALTHCARE,,,,REGISTERED,6980,5/15/2010,690,,VAT,YES,1109711,,150000,3.187159,6.483050
1364,4343,COMMERCIAL,C100000346,,MEDIUM,HEALTHCARE,,,,REGISTERED,7000,5/15/2010,692,,VAT,YES,1109712,,150000,3.187452,6.482966
1365,4344,COMMERCIAL,C100000347,,MEDIUM,OIL AND GAS,,,,REGISTERED,7020,5/15/2010,694,,VAT,YES,1109713,,150000,3.177781,6.480358
1366,4345,COMMERCIAL,C100000348,,MEDIUM,OIL AND GAS,,,,REGISTERED,7040,5/15/2010,696,,VAT,YES,1109714,,150000,3.177603,6.480511
1367,4346,COMMERCIAL,C100000349,,MEDIUM,OIL AND GAS,,,,REGISTERED,7060,5/15/2010,698,,VAT,YES,1109715,,150000,3.177771,6.480717
1368,4347,COMMERCIAL,C100000350,,MEDIUM,OIL AND GAS,,,,REGISTERED,7080,5/15/2010,700,,VAT,YES,1109716,,150000,3.177772,6.480836
1369,4348,COMMERCIAL,C100000351,,MEDIUM,OIL AND GAS,,,,REGISTERED,7100,5/15/2010,702,,VAT,YES,1109717,,150000,3.177860,6.480930
1370,4349,COMMERCIAL,C100000352,,MEDIUM,OIL AND GAS,,,,REGISTERED,7120,5/15/2010,704,,VAT,YES,1109718,,150000,3.177813,6.480565
1371,4350,COMMERCIAL,C100000353,,MEDIUM,OIL AND GAS,,,,REGISTERED,7140,5/15/2010,706,,VAT,YES,1109719,,150000,3.177377,6.480662
1372,4351,COMMERCIAL,C100000354,,MEDIUM,OIL AND GAS,,,,REGISTERED,7160,5/15/2010,708,,VAT,YES,1109720,,150000,3.177498,6.480774
1373,4352,COMMERCIAL,C100000355,,MEDIUM,OIL AND GAS,,,,REGISTERED,7180,5/15/2010,710,,VAT,YES,1109721,,150000,3.177423,6.480845
1374,4353,COMMERCIAL,C100000356,,MEDIUM,OIL AND GAS,,,,REGISTERED,7200,5/15/2010,712,,VAT,YES,1109722,,150000,3.177308,6.480883
1375,4354,COMMERCIAL,C100000357,,MEDIUM,OIL AND GAS,,,,REGISTERED,7220,5/15/2010,714,,VAT,YES,1109723,,150000,3.176925,6.480544
1376,4355,COMMERCIAL,C100000358,,MEDIUM,OIL AND GAS,,,,REGISTERED,7240,5/15/2010,716,,VAT,YES,1109724,,150000,3.176884,6.480607
1377,4356,COMMERCIAL,C100000359,,MEDIUM,OIL AND GAS,,,,REGISTERED,7260,5/15/2010,718,,VAT,YES,1109725,,150000,3.176833,6.480718
1378,4357,COMMERCIAL,C100000360,,MEDIUM,HEALTHCARE,,,,REGISTERED,7280,5/15/2010,720,,VAT,YES,1109726,,150000,3.176769,6.480755
1379,4358,COMMERCIAL,C100000361,,MEDIUM,HEALTHCARE,,,,REGISTERED,7300,5/15/2010,722,,VAT,YES,1109727,,150000,3.176699,6.480664
1380,4359,COMMERCIAL,C100000362,,MEDIUM,HEALTHCARE,,,,REGISTERED,7320,5/15/2010,724,,VAT,YES,1109728,,150000,3.176737,6.480821
1381,4360,COMMERCIAL,C100000363,,MEDIUM,GORCERCY,,,,REGISTERED,7340,5/15/2010,726,,VAT,YES,1109729,,150000,3.176885,6.480922
1382,4361,COMMERCIAL,C100000364,,MEDIUM,GORCERCY,,,,UNREGISTERED,7360,5/15/2010,728,,VAT,YES,1109730,,150000,3.177094,6.480321
1383,4362,COMMERCIAL,C100000365,,MEDIUM,GORCERCY,,,,UNREGISTERED,7380,5/15/2010,730,,VAT,YES,1109731,,150000,3.177004,6.480301
1384,4363,COMMERCIAL,C100000366,,MEDIUM,GORCERCY,,,,REGISTERED,7400,5/15/2010,732,,VAT,YES,1109732,,150000,3.194872,6.479091
1385,4364,COMMERCIAL,C100000367,,MEDIUM,HEALTHCARE,,,,REGISTERED,7420,5/15/2010,734,,VAT,YES,1109733,,150000,3.194683,6.479130
1386,4365,COMMERCIAL,C100000368,,MEDIUM,HEALTHCARE,,,,REGISTERED,7440,5/15/2010,736,,VAT,YES,1109734,,150000,3.194419,6.479109
1387,4366,COMMERCIAL,C100000369,,LARGE,HEALTHCARE,,,,REGISTERED,7460,5/15/2010,738,,VAT,YES,1109735,,150000,3.194676,6.479620
1388,4367,COMMERCIAL,C100000370,,MEDIUM,HEALTHCARE,,,,REGISTERED,7480,5/15/2010,740,,COMPANY,NO,1109736,,150000,3.194289,6.479789
1389,4368,COMMERCIAL,C100000371,,MEDIUM,HEALTHCARE,,,,REGISTERED,7500,5/15/2010,742,,COMPANY,NO,1109737,,150000,3.194317,6.480217
1390,4369,COMMERCIAL,C100000372,,MEDIUM,HEALTHCARE,,,,REGISTERED,7520,5/15/2010,744,,COMPANY,NO,1109738,,150000,3.194496,6.480136
1391,4370,COMMERCIAL,C100000373,,MEDIUM,HEALTHCARE,,,,REGISTERED,7540,5/15/2010,746,,COMPANY,NO,1109739,,150000,3.194556,6.480229
1392,4371,COMMERCIAL,C100000374,,MEDIUM,HEALTHCARE,,,,REGISTERED,7560,5/15/2010,748,,COMPANY,NO,1109740,,150000,3.193380,6.479181
1393,4372,COMMERCIAL,C100000375,,MEDIUM,HEALTHCARE,,,,REGISTERED,7580,5/15/2010,750,,COMPANY,NO,1109741,,150000,3.193550,6.479379
1394,4373,COMMERCIAL,C100000376,,MEDIUM,GORCERCY,,,,REGISTERED,7600,5/15/2010,752,,COMPANY,NO,1109742,,150000,3.193466,6.479384
